277	278	0	0	0		0	1	1	1	1	0	0	0	0			0	0	0	0	0	1			0	1970-01-01	0	1970-01-01
278	279	0	1029.71	1030		128750	2	2	6	1	13	50	2	0			84.32	124827.54	0	0	253577.54	1	189.243.90.215	dsl-189-243-90-215-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-09-07
279	280	0	0	0		131220	2	1	1	1	0	0	1	0			0	0	0	0	131220	1	187.175.63.196	dsl-187-175-63-196-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-09-08
280	281	0	0	0		146200	2	1	1	1	0	0	1	0			0	0	0	0	146200	1	189.236.226.95	dsl-189-236-226-95-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-09-08
281	282	0	146.52	100		304100	2	1	1	1	0	0	1	0			0	0	0	0	304100	1	189.236.226.95	dsl-189-236-226-95-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-09-08
282	283	0	934.07	900		228501	2	2	3	1	30	25	1	0			227.33	315557.48	0	0	544058.48	1	103.25.58.14	103.25.58.14	0	1970-01-01	46	2014-09-09
283	284	0	362.02	400		544600	2	1	1	1	0	0	1	0			0	0	0	0	544600	1	189.243.89.189	dsl-189-243-89-189-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-09-24
284	285	0	9458.35	9458		0	1	1	1	1	0	0	0	0			0	0	0	0	0	1			0	1970-01-01	0	1970-01-01
285	286	0	335.6	300		228807	2	2	6	1	12	48	1	0			84.64	249072.67	0	0	477879.67	1	103.25.58.14	103.25.58.14	0	1970-01-01	46	2014-09-10
286	287	0	0	0		58246	2	1	1	1	0	0	1	0			0	0	0	0	58246	1	189.243.90.252	dsl-189-243-90-252-dyn.prod-infinitum.com.mx	0	1970-01-01	46	2014-09-11
